raw_query,cleaned_query,topic,topic_label,topic_label_final
where do i report issues with payment?,where do i report issues with payment?,17,Payment Issues Assistance,Payment Issues Assistance
where do i report registration issues?,where do i report registration issues?,19,Registration Help & Issues,Registration Help & Issues
where do i report registration problems,where do i report registration problems,19,Registration Help & Issues,Registration Help & Issues
where do i see the withdrawal charges?,where do i see the withdrawal charges?,13,Cancellation Fees,Cancellation Fees
where do i unsubscribe to the newsletter?,where do i unsubscribe to the newsletter?,18,Newsletter Management,Newsletter Management
where to buy several items?,where to buy several items?,21,Buying Assistance,Buying Assistance
where to buy some items?,where to buy some items?,21,Buying Assistance,Buying Assistance
where to buy something?,where to buy something?,21,Buying Assistance,Buying Assistance
where to check the goddamn withdrawal charge,where to check the  withdrawal charge,13,Cancellation Fees,Cancellation Fees
where to check the options for delivery?,where to check the options for delivery?,4,Checking Delivery Options,Checking Delivery Options
where to check the termination penalties,where to check the termination penalties,13,Cancellation Fees,Cancellation Fees
where to cjeck the early exit fee?,where to check the early exit fee?,13,Cancellation Fees,Cancellation Fees
where to report a registration issue?,where to report a registration issue?,19,Registration Help & Issues,Registration Help & Issues
where to report issues with payments?,where to report issues with payments?,17,Payment Issues Assistance,Payment Issues Assistance
where to report payment issues?,where to report payment issues?,17,Payment Issues Assistance,Payment Issues Assistance
where to report registration issues?,where to report registration issues?,19,Registration Help & Issues,Registration Help & Issues
will you give me information about the options for delivery?,will you give me information about the options for delivery?,4,Checking Delivery Options,Checking Delivery Options
will you show me the options for delivery?,will you show me the options for delivery?,4,Checking Delivery Options,Checking Delivery Options
will you transfer to me an agent?,will you transfer to me an agent?,12,Contact Live Agent,Contact Live Agent
would it be possible to buy some items?,would it be possible to buy some items?,21,Buying Assistance,Buying Assistance
would it be possible to buy something?,would it be possible to buy something?,21,Buying Assistance,Buying Assistance
would it be possible to report a payment issue?,would it be possible to report a payment issue?,17,Payment Issues Assistance,Payment Issues Assistance
would it be possible to report issues with payment?,would it be possible to report issues with payment?,17,Payment Issues Assistance,Payment Issues Assistance
would it be possible to report payment issues?,would it be possible to report payment issues?,17,Payment Issues Assistance,Payment Issues Assistance
would it be possible to report registration issues?,would it be possible to report registration issues?,19,Registration Help & Issues,Registration Help & Issues
would it be possible to talk to an agent?,would it be possible to talk to an agent?,12,Contact Live Agent,Contact Live Agent
ya have a free phone number to talk to customer assistance,you have a free phone number to talk to customer assistance,8,Customer Service Contact & Hours,Customer Service Contact & Hours
"you are not helpful, want assistance contactig an assistant","you are not helpful, want assistance contacting an assistant",12,Contact Live Agent,Contact Live Agent
