raw_query,cleaned_query,topic,topic_label,topic_label_final
i need help lodging a customer complaint against ur company,i need help lodging a customer complaint against your company,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need help making a purchase,i need help making a purchase,21,Buying Assistance,Buying Assistance
i need help making a reclamation against your company,i need help making a reclamation against your company,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need help making an order,i need help making an order,9,Order Modifications,Order Modifications
i need help modifying my personal details,i need help modifying my personal details,25,Edit Account Information,Edit Account Information
i need help recovering my password,i need help recovering my password,16,Password Recovery,Password Recovery
i need help regarding my registration,i need help regarding my registration,19,Registration Help & Issues,Registration Help & Issues
i need help regarding our registration,i need help regarding our registration,19,Registration Help & Issues,Registration Help & Issues
i need help regarding our sign-up,i need help regarding our sign-up,10,Account Creation Assistance,Account Creation Assistance
i need help regarding the online signup,i need help regarding the online signup,10,Account Creation Assistance,Account Creation Assistance
i need help regarding the registration,i need help regarding the registration,19,Registration Help & Issues,Registration Help & Issues
i need help removing some items,i need help removing some items,5,Account Termination Requests,Account Termination Requests
i need help reporting a payment issue,i need help reporting a payment issue,17,Payment Issues Assistance,Payment Issues Assistance
i need help reporting a registration issue,i need help reporting a registration issue,19,Registration Help & Issues,Registration Help & Issues
i need help reporting an issue with payment,i need help reporting an issue with payment,17,Payment Issues Assistance,Payment Issues Assistance
i need help reporting an issue with payments,i need help reporting an issue with payments,17,Payment Issues Assistance,Payment Issues Assistance
i need help reporting issues with payments,i need help reporting issues with payments,17,Payment Issues Assistance,Payment Issues Assistance
i need help reporting registration issues,i need help reporting registration issues,19,Registration Help & Issues,Registration Help & Issues
i need help resetting the key of my account,i need help resetting the key of my account,16,Password Recovery,Password Recovery
i need help resetting the pin code of my account,i need help resetting the pin code of my account,16,Password Recovery,Password Recovery
i need help retrieving my user account pin,i need help retrieving my user account pin,16,Password Recovery,Password Recovery
i need help seeing at what time i can call customer service,i need help seeing at what time i can call customer service,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need help seeing the status of my newsletter subscription,i need help seeing the status of my newsletter subscription,18,Newsletter Management,Newsletter Management
i need help seeing your payment methods,i need help seeing your payment methods,7,Accepted Payment Methods,Accepted Payment Methods
i need help setting a different shipping address up,i need help setting a different shipping address up,0,Change Delivery Address,Change Delivery Address
i need help setting a new shipping address up,i need help setting a new shipping address up,0,Change Delivery Address,Change Delivery Address
i need help setting up a different shipping address,i need help setting up a different shipping address,0,Change Delivery Address,Change Delivery Address
i need help setting up a new shipping address,i need help setting up a new shipping address,0,Change Delivery Address,Change Delivery Address
i need help setting up another shipping address,i need help setting up another shipping address,0,Change Delivery Address,Change Delivery Address
i need help solving an issue with payments,i need help solving an issue with payments,17,Payment Issues Assistance,Payment Issues Assistance
i need help solving issues with payment,i need help solving issues with payment,17,Payment Issues Assistance,Payment Issues Assistance
i need help solving payment issues,i need help solving payment issues,17,Payment Issues Assistance,Payment Issues Assistance
i need help speaking to a live agent,i need help speaking to a live agent,12,Contact Live Agent,Contact Live Agent
i need help speaking with fucking customer support,i need help speaking with  customer support,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need help submitting some feedback for a service,i need help submitting some feedback for a service,20,Customer - Claim/Complaint,Leaving a Review
i need help subscribing to your company newsletter,i need help subscribing to your company newsletter,18,Newsletter Management,Newsletter Management
i need help switching to another account,i need help switching to another account,14,Switching Accounts,Switching Accounts
i need help switching user,i need help switching user,14,Switching Accounts,Switching Accounts
i need help talking to a human agent,i need help talking to a human agent,12,Contact Live Agent,Contact Live Agent
i need help talking to an agent,i need help talking to an agent,12,Contact Live Agent,Contact Live Agent
i need help talking with an assistant,i need help talking with an assistant,12,Contact Live Agent,Contact Live Agent
i need help to add an item,i need help to add an item,9,Order Modifications,Order Modifications
i need help to add an item to an order,i need help to add an item to an order,9,Order Modifications,Order Modifications
i need help to add several items,i need help to add several items,9,Order Modifications,Order Modifications
i need help to add some items,i need help to add some items,9,Order Modifications,Order Modifications
i need help to buy an item,i need help to buy an item,21,Buying Assistance,Buying Assistance
i need help to buy several items,i need help to buy several items,21,Buying Assistance,Buying Assistance
i need help to buy some of your item,i need help to buy some of your item,21,Buying Assistance,Buying Assistance
i need help to buy something,i need help to buy something,21,Buying Assistance,Buying Assistance
i need help to cancel an order,i need help to cancel an order,6,Order Cancellation,Order Cancellation
i need help to cancel my company newsletter subscription,i need help to cancel my company newsletter subscription,18,Newsletter Management,Newsletter Management
i need help to cancel my order,i need help to cancel my order,6,Order Cancellation,Order Cancellation
i need help to cancel the last order i have made,i need help to cancel the last order i have made,6,Order Cancellation,Order Cancellation
i need help to cancel the order i made,i need help to cancel the order i made,6,Order Cancellation,Order Cancellation
i need help to change an order i made,i need help to change an order i made,9,Order Modifications,Order Modifications
i need help to change several items of an order,i need help to change several items of an order,9,Order Modifications,Order Modifications
i need help to change something of an order,i need help to change something of an order,9,Order Modifications,Order Modifications
i need help to change the details on my user account,i need help to change the details on my user account,25,Edit Account Information,Edit Account Information
i need help to change to a different account,i need help to change to a different account,14,Switching Accounts,Switching Accounts
i need help to chat with a live agent,i need help to chat with a live agent,12,Contact Live Agent,Contact Live Agent
i need help to chat with an agent,i need help to chat with an agent,12,Contact Live Agent,Contact Live Agent
i need help to chat with someone,i need help to chat with someone,12,Contact Live Agent,Contact Live Agent
i need help to check how long refunds usually take,i need help to check how long refunds usually take,15,Refunds Related Help,Refunds Related Help
i need help to check how long the delivery takes,i need help to check how long the delivery takes,22,Delivery Time Inquiry,Delivery Time Inquiry
i need help to check if there is any updates on my refund,i need help to check if there is any updates on my refund,15,Refunds Related Help,Refunds Related Help
i need help to check in what cases can i ask for a refund,i need help to check in what cases can i ask for a refund,15,Refunds Related Help,Refunds Related Help
i need help to check my order eta,i need help to check my order eta,2,Order Tracking,Order Tracking
i need help to check the cancellation fee,i need help to check the cancellation fee,13,Cancellation Fees,Cancellation Fees
i need help to check the cancellation penalties,i need help to check the cancellation penalties,13,Cancellation Fees,Cancellation Fees
i need help to check the invoices from may,i need help to check the invoices from may,11,Invoice Retrieval,Invoice Retrieval
i need help to check the status of my order,i need help to check the status of my order,2,Order Tracking,Order Tracking
i need help to check the status of my refund,i need help to check the status of my refund,15,Refunds Related Help,Refunds Related Help
i need help to check the status of the refund,i need help to check the status of the refund,15,Refunds Related Help,Refunds Related Help
i need help to check the termination penalties,i need help to check the termination penalties,13,Cancellation Fees,Cancellation Fees
i need help to check what delivery options are available,i need help to check what delivery options are available,4,Checking Delivery Options,Checking Delivery Options
i need help to check what delivery options i can choose,i need help to check what delivery options i can choose,4,Checking Delivery Options,Checking Delivery Options
i need help to check what delivery options i have,i need help to check what delivery options i have,4,Checking Delivery Options,Checking Delivery Options
i need help to check what delivery options you offer,i need help to check what delivery options you offer,4,Checking Delivery Options,Checking Delivery Options
i need help to check what options for delivery are available,i need help to check what options for delivery are available,4,Checking Delivery Options,Checking Delivery Options
i need help to check what payment methods are available,i need help to check what payment methods are available,7,Accepted Payment Methods,Accepted Payment Methods
i need help to check what payment methods you accept,i need help to check what payment methods you accept,7,Accepted Payment Methods,Accepted Payment Methods
i need help to check when my delivery is going to arrive,i need help to check when my delivery is going to arrive,22,Delivery Time Inquiry,Delivery Time Inquiry
i need help to check when my item is going to arrive,i need help to check when my item is going to arrive,22,Delivery Time Inquiry,Delivery Time Inquiry
i need help to check your allowed payment methods,i need help to check your allowed payment methods,7,Accepted Payment Methods,Accepted Payment Methods
i need help to check your money back policy,i need help to check your money back policy,1,Refunds Related Help,Refunds Related Help
i need help to check your refund policy,i need help to check your refund policy,15,Refunds Related Help,Refunds Related Help
i need help to close the online account,i need help to close the online account,5,Account Termination Requests,Account Termination Requests
i need help to contact an agent,i need help to contact an agent,12,Contact Live Agent,Contact Live Agent
i need help to contact customer service,i need help to contact customer service,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need help to create a different basic account,i need help to create a different basic account,10,Account Creation Assistance,Account Creation Assistance
i need help to create a premium account,i need help to create a premium account,10,Account Creation Assistance,Account Creation Assistance
i need help to create an account,i need help to create an account,10,Account Creation Assistance,Account Creation Assistance
i need help to delete an account,i need help to delete an account,5,Account Termination Requests,Account Termination Requests
i need help to delete my account,i need help to delete my account,5,Account Termination Requests,Account Termination Requests
i need help to edit my personal information,i need help to edit my personal information,25,Edit Account Information,Edit Account Information
i need help to edit the data on my user account,i need help to edit the data on my user account,25,Edit Account Information,Edit Account Information
i need help to edit the details included on my user account,i need help to edit the details included on my user account,25,Edit Account Information,Edit Account Information
i need help to edit the information on my account,i need help to edit the information on my account,25,Edit Account Information,Edit Account Information
i need help to file a complaint,i need help to file a complaint,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need help to file a consumer complaint,i need help to file a consumer complaint,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need help to file a customer claim against your business,i need help to file a customer claim against your business,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need help to find the invoices,i need help to find the invoices,24,Invoice Retrieval,Invoice Retrieval
i need help to find the invoices from last month,i need help to find the invoices from last month,11,Invoice Retrieval,Invoice Retrieval
i need help to get a refund,i need help to get a refund,1,Refunds Related Help,Refunds Related Help
i need help to get a refund of money,i need help to get a refund of money,1,Refunds Related Help,Refunds Related Help
i need help to get my invoice,i need help to get my invoice,24,Invoice Retrieval,Invoice Retrieval
i need help to get my invoices,i need help to get my invoices,24,Invoice Retrieval,Invoice Retrieval
i need help to get my money back,i need help to get my money back,1,Refunds Related Help,Refunds Related Help
i need help to get refunds of money,i need help to get refunds of money,1,Refunds Related Help,Refunds Related Help
i need help to get the invoice from march,i need help to get the invoice from march,11,Invoice Retrieval,Invoice Retrieval
i need help to get the invoice from seven purchases ago,i need help to get the invoice from seven purchases ago,11,Invoice Retrieval,Invoice Retrieval
i need help to get the invoices from last month,i need help to get the invoices from last month,11,Invoice Retrieval,Invoice Retrieval
i need help to get the invoices from nine months ago,i need help to get the invoices from nine months ago,11,Invoice Retrieval,Invoice Retrieval
i need help to leave a review,i need help to leave a review,23,Leaving a Review,Leaving a Review
i need help to leave a review for your company,i need help to leave a review for your company,23,Leaving a Review,Leaving a Review
i need help to list the payment methods,i need help to list the payment methods,7,Accepted Payment Methods,Accepted Payment Methods
i need help to lodge a bloody complaint against your company,i need help to lodge a  complaint against your company,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need help to make a complaint,i need help to make a complaint,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need help to make a purchase,i need help to make a purchase,21,Buying Assistance,Buying Assistance
i need help to modify my personal information,i need help to modify my personal information,25,Edit Account Information,Edit Account Information
i need help to modify the data included on my profile,i need help to modify the data included on my profile,25,Edit Account Information,Edit Account Information
i need help to open a new freemium account,i need help to open a new freemium account,10,Account Creation Assistance,Account Creation Assistance
i need help to recover my account pin code,i need help to recover my account pin code,16,Password Recovery,Password Recovery
i need help to recover my password,i need help to recover my password,16,Password Recovery,Password Recovery
i need help to recover the pin code of my account,i need help to recover the pin code of my account,16,Password Recovery,Password Recovery
i need help to report a registration issue,i need help to report a registration issue,19,Registration Help & Issues,Registration Help & Issues
i need help to report a signup issue,i need help to report a signup issue,19,Registration Help & Issues,Registration Help & Issues
i need help to report an issue with payments,i need help to report an issue with payments,17,Payment Issues Assistance,Payment Issues Assistance
i need help to report registration issues,i need help to report registration issues,19,Registration Help & Issues,Registration Help & Issues
i need help to see the available payment methods,i need help to see the available payment methods,7,Accepted Payment Methods,Accepted Payment Methods
i need help to see the cancellation penalty,i need help to see the cancellation penalty,13,Cancellation Fees,Cancellation Fees
i need help to see the early termination charge,i need help to see the early termination charge,13,Cancellation Fees,Cancellation Fees
i need help to see what payment options are available,i need help to see what payment options are available,7,Accepted Payment Methods,Accepted Payment Methods
i need help to set a new shipping address up,i need help to set a new shipping address up,0,Change Delivery Address,Change Delivery Address
i need help to set another shipping address up,i need help to set another shipping address up,0,Change Delivery Address,Change Delivery Address
i need help to set up a different shipping address,i need help to set up a different shipping address,0,Change Delivery Address,Change Delivery Address
i need help to set up another shipping address,i need help to set up another shipping address,0,Change Delivery Address,Change Delivery Address
i need help to sign up,i need help to sign up,10,Account Creation Assistance,Account Creation Assistance
i need help to solve an issue with payment,i need help to solve an issue with payment,17,Payment Issues Assistance,Payment Issues Assistance
i need help to solve an issue with payments,i need help to solve an issue with payments,17,Payment Issues Assistance,Payment Issues Assistance
i need help to solve issues with payment,i need help to solve issues with payment,17,Payment Issues Assistance,Payment Issues Assistance
i need help to solve payment issues,i need help to solve payment issues,17,Payment Issues Assistance,Payment Issues Assistance
i need help to speak to customer support,i need help to speak to customer support,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need help to subscribe to the corporate newsletter,i need help to subscribe to the corporate newsletter,18,Newsletter Management,Newsletter Management
i need help to switch to another account,i need help to switch to another account,14,Switching Accounts,Switching Accounts
i need help to switch user,i need help to switch user,14,Switching Accounts,Switching Accounts
i need help to take a quick look at the invoices,i need help to take a quick look at the invoices,24,Invoice Retrieval,Invoice Retrieval
i need help to talk with a human agent,i need help to talk with a human agent,12,Contact Live Agent,Contact Live Agent
i need help to track my last order,i need help to track my last order,2,Order Tracking,Order Tracking
i need help to track my order,i need help to track my order,2,Order Tracking,Order Tracking
i need help to track the last order,i need help to track the last order,2,Order Tracking,Order Tracking
i need help to track the refund,i need help to track the refund,15,Refunds Related Help,Refunds Related Help
i need help tracking an order,i need help tracking an order,2,Order Tracking,Order Tracking
i need help tracking my last order,i need help tracking my last order,2,Order Tracking,Order Tracking
i need help tracking the refund,i need help tracking the refund,15,Refunds Related Help,Refunds Related Help
i need help trying to change my shipping address,i need help trying to change my shipping address,0,Change Delivery Address,Change Delivery Address
i need help trying to change the shipping address,i need help trying to change the shipping address,0,Change Delivery Address,Change Delivery Address
i need help using a new profile,i need help using a new profile,26,Changing User Profiles,Changing User Profiles
i need help with a shipping address change,i need help with a shipping address change,0,Change Delivery Address,Change Delivery Address
i need help with adding an item to an order,i need help with adding an item to an order,9,Order Modifications,Order Modifications
i need help with canceling the last order i made,i need help with cancelling the last order i made,6,Order Cancellation,Order Cancellation
i need help with canceling the order i have made,i need help with cancelling the order i have made,6,Order Cancellation,Order Cancellation
i need help with cancelling an order,i need help with cancelling an order,6,Order Cancellation,Order Cancellation
i need help with cancelling an order i have made,i need help with cancelling an order i have made,6,Order Cancellation,Order Cancellation
i need help with cancelling my order,i need help with cancelling my order,6,Order Cancellation,Order Cancellation
i need help with cancelling the order i made,i need help with cancelling the order i made,6,Order Cancellation,Order Cancellation
i need help with changing the order i made,i need help with changing the order i made,9,Order Modifications,Order Modifications
i need help with my registration,i need help with my registration,19,Registration Help & Issues,Registration Help & Issues
i need help with our registration,i need help with our registration,19,Registration Help & Issues,Registration Help & Issues
i need help with removing an item,i need help with removing an item,5,Account Termination Requests,Account Termination Requests
i need help with removing something,i need help with removing something,5,Account Termination Requests,Account Termination Requests
i need help with the registration,i need help with the registration,19,Registration Help & Issues,Registration Help & Issues
i need information about a Password Recovery,i need information about a Password Recovery,3,Password Recovery,Password Recovery
i need information about a password recovery,i need information about a password recovery,16,Password Recovery,Password Recovery
i need information about a shipping address change,i need information about a shipping address change,0,Change Delivery Address,Change Delivery Address
i need information about a user account deletion,i need information about a user account deletion,5,Account Termination Requests,Account Termination Requests
i need information about changing the shipping address,i need information about changing the shipping address,0,Change Delivery Address,Change Delivery Address
i need information about Password Recoverys,i need information about Password Recoverys,3,Password Recovery,Password Recovery
i need information about modifying the address,i need information about modifying the address,0,Change Delivery Address,Change Delivery Address
i need information about orders,i need information about orders,2,Order Tracking,Order Tracking
i need information about the company newsletter subscription,i need information about the company newsletter subscription,18,Newsletter Management,Newsletter Management
i need information about the deletion of my online account,i need information about the deletion of my online account,5,Account Termination Requests,Account Termination Requests
i need information about the delivery periods,i need information about the delivery periods,22,Delivery Time Inquiry,Delivery Time Inquiry
i need information about user account deletions,i need information about user account deletions,5,Account Termination Requests,Account Termination Requests
i need my money back,i need my money back,1,Refunds Related Help,Refunds Related Help
i need support regarding my online registration,i need support regarding my online registration,19,Registration Help & Issues,Registration Help & Issues
i need support regarding the account signup,i need support regarding the account signup,10,Account Creation Assistance,Account Creation Assistance
i need support with my signup,i need support with my signup,10,Account Creation Assistance,Account Creation Assistance
i need support with our account registration,i need support with our account registration,19,Registration Help & Issues,Registration Help & Issues
i need support with our online registration,i need support with our online registration,19,Registration Help & Issues,Registration Help & Issues
i need supports trying to edit my address,i need supports trying to edit my address,25,Edit Account Information,Edit Account Information
i need supports trying to update the shipping address,i need supports trying to update the shipping address,0,Change Delivery Address,Change Delivery Address
i need to add some items to an order,i need to add some items to an order,9,Order Modifications,Order Modifications
i need to buy a few of your item,i need to buy a few of your item,21,Buying Assistance,Buying Assistance
i need to buy an item,i need to buy an item,21,Buying Assistance,Buying Assistance
i need to buy several items,i need to buy several items,21,Buying Assistance,Buying Assistance
i need to buy some items,i need to buy some items,21,Buying Assistance,Buying Assistance
i need to buy something,i need to buy something,21,Buying Assistance,Buying Assistance
"i need to call customer assistance, help me","i need to call customer assistance, help me",8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need to cancel my company newsletter subscription,i need to cancel my company newsletter subscription,18,Newsletter Management,Newsletter Management
i need to cancel my newsletter subscription,i need to cancel my newsletter subscription,18,Newsletter Management,Newsletter Management
i need to cancel my order,i need to cancel my order,6,Order Cancellation,Order Cancellation
i need to cancel the company newsletter subscription,i need to cancel the company newsletter subscription,18,Newsletter Management,Newsletter Management
i need to cancel the subscription to your company newsletter,i need to cancel the subscription to your company newsletter,18,Newsletter Management,Newsletter Management
i need to change my shipping address,i need to change my shipping address,0,Change Delivery Address,Change Delivery Address
i need to change the last order,i need to change the last order,9,Order Modifications,Order Modifications
i need to change the last order i have made,i need to change the last order i have made,9,Order Modifications,Order Modifications
i need to change the personal info,i need to change the personal information,25,Edit Account Information,Edit Account Information
i need to change the shipping address,i need to change the shipping address,0,Change Delivery Address,Change Delivery Address
i need to check at what time customer service available is,i need to check at what time customer service available is,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need to check at what time i can contact customer service,i need to check at what time i can contact customer service,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need to check how long refunds take,i need to check how long refunds take,15,Refunds Related Help,Refunds Related Help
i need to check how long the delivery takes,i need to check how long the delivery takes,22,Delivery Time Inquiry,Delivery Time Inquiry
i need to check if there is any updates on my refund,i need to check if there is any updates on my refund,15,Refunds Related Help,Refunds Related Help
i need to check if there is anything new on my refund,i need to check if there is anything new on my refund,15,Refunds Related Help,Refunds Related Help
i need to check in what cases can i ask for my money back,i need to check in what cases can i ask for my money back,1,Refunds Related Help,Refunds Related Help
i need to check in what cases can i ask for refunds,i need to check in what cases can i ask for refunds,15,Refunds Related Help,Refunds Related Help
i need to check in what cases can i ask to be refunded,i need to check in what cases can i ask to be refunded,15,Refunds Related Help,Refunds Related Help
i need to check the cancellation fee,i need to check the cancellation fee,13,Cancellation Fees,Cancellation Fees
i need to check the cancellation fees,i need to check the cancellation fees,13,Cancellation Fees,Cancellation Fees
i need to check the delivery options,i need to check the delivery options,4,Checking Delivery Options,Checking Delivery Options
i need to check the invoice from february,i need to check the invoice from february,11,Invoice Retrieval,Invoice Retrieval
i need to check the invoices,i need to check the invoices,24,Invoice Retrieval,Invoice Retrieval
i need to check the invoices from six months ago,i need to check the invoices from six months ago,11,Invoice Retrieval,Invoice Retrieval
i need to check the refund status,i need to check the refund status,15,Refunds Related Help,Refunds Related Help
i need to check the status of my order,i need to check the status of my order,2,Order Tracking,Order Tracking
i need to check the status of the refund,i need to check the status of the refund,15,Refunds Related Help,Refunds Related Help
i need to check what delivery options i can choose,i need to check what delivery options i can choose,4,Checking Delivery Options,Checking Delivery Options
i need to check what hours customer service available is,i need to check what hours customer service available is,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need to check what hours i can contact customer service,i need to check what hours i can contact customer service,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need to check what options for delivery i can choose,i need to check what options for delivery i can choose,4,Checking Delivery Options,Checking Delivery Options
i need to check what options for delivery i have,i need to check what options for delivery i have,4,Checking Delivery Options,Checking Delivery Options
i need to check what options for delivery you offer,i need to check what options for delivery you offer,4,Checking Delivery Options,Checking Delivery Options
i need to check what payment methods are available,i need to check what payment methods are available,7,Accepted Payment Methods,Accepted Payment Methods
i need to check what payment methods you accept,i need to check what payment methods you accept,7,Accepted Payment Methods,Accepted Payment Methods
i need to check what payment options are allowed,i need to check what payment options are allowed,7,Accepted Payment Methods,Accepted Payment Methods
i need to check when my delivery is going to arrive,i need to check when my delivery is going to arrive,22,Delivery Time Inquiry,Delivery Time Inquiry
i need to check when my item is going to arrive,i need to check when my item is going to arrive,22,Delivery Time Inquiry,Delivery Time Inquiry
i need to check when will my item arrive,i need to check when will my item arrive,22,Delivery Time Inquiry,Delivery Time Inquiry
i need to check your allowed payment methods,i need to check your allowed payment methods,7,Accepted Payment Methods,Accepted Payment Methods
i need to check your money back policy,i need to check your money back policy,1,Refunds Related Help,Refunds Related Help
i need to contact an agent,i need to contact an agent,12,Contact Live Agent,Contact Live Agent
i need to create a different online account for my mother,i need to create a different online account for my mother,10,Account Creation Assistance,Account Creation Assistance
i need to create an account,i need to create an account,10,Account Creation Assistance,Account Creation Assistance
i need to create another account for my dad,i need to create another account for my dad,10,Account Creation Assistance,Account Creation Assistance
i need to delete an account,i need to delete an account,5,Account Termination Requests,Account Termination Requests
i need to delete my account,i need to delete my account,5,Account Termination Requests,Account Termination Requests
i need to delete the account,i need to delete the account,5,Account Termination Requests,Account Termination Requests
i need to edit my account,i need to edit my account,25,Edit Account Information,Edit Account Information
i need to edit my personal information,i need to edit my personal information,25,Edit Account Information,Edit Account Information
"i need to edit my user details, how can i do it?","i need to edit my user details, how can i do it?",25,Edit Account Information,Edit Account Information
i need to edit the information on my account,i need to edit the information on my account,25,Edit Account Information,Edit Account Information
i need to file a complaint,i need to file a complaint,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need to file a complaint against your business,i need to file a complaint against your business,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need to find the invoice from december,i need to find the invoice from december,11,Invoice Retrieval,Invoice Retrieval
i need to find the invoices from 10 purchases ago,i need to find the invoices from 10 purchases ago,11,Invoice Retrieval,Invoice Retrieval
i need to find the invoices from 8 months ago,i need to find the invoices from 8 months ago,11,Invoice Retrieval,Invoice Retrieval
i need to get a refund of money,i need to get a refund of money,1,Refunds Related Help,Refunds Related Help
i need to get my money back,i need to get my money back,1,Refunds Related Help,Refunds Related Help
i need to get refunds of money,i need to get refunds of money,1,Refunds Related Help,Refunds Related Help
i need to get the invoice,i need to get the invoice,24,Invoice Retrieval,Invoice Retrieval
i need to get the invoice from 9 purchases ago,i need to get the invoice from 9 purchases ago,11,Invoice Retrieval,Invoice Retrieval
i need to get the invoice from july,i need to get the invoice from july,11,Invoice Retrieval,Invoice Retrieval
i need to get the invoices from 3 purchases ago,i need to get the invoices from 3 purchases ago,11,Invoice Retrieval,Invoice Retrieval
i need to get the invoices from june,i need to get the invoices from june,11,Invoice Retrieval,Invoice Retrieval
i need to get the invoices from my last purchase,i need to get the invoices from my last purchase,11,Invoice Retrieval,Invoice Retrieval
i need to inform of sign-up isuses,i need to inform of sign-up issues,19,Registration Help & Issues,Registration Help & Issues
i need to leave a review,i need to leave a review,23,Leaving a Review,Leaving a Review
i need to leave a review for your company,i need to leave a review for your company,23,Leaving a Review,Leaving a Review
i need to leave a review for your services,i need to leave a review for your services,23,Leaving a Review,Leaving a Review
"i need to list the payment options, how to do it?","i need to list the payment options, how to do it?",7,Accepted Payment Methods,Accepted Payment Methods
i need to make a consumer reclamation,i need to make a consumer reclamation,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i need to make a purchase,i need to make a purchase,21,Buying Assistance,Buying Assistance
i need to make an order,i need to make an order,9,Order Modifications,Order Modifications
i need to open a different user account,i need to open a different user account,14,Switching Accounts,Switching Accounts
i need to recover my password,i need to recover my password,16,Password Recovery,Password Recovery
i need to register,i need to register,19,Registration Help & Issues,Registration Help & Issues
i need to report a registration issue,i need to report a registration issue,19,Registration Help & Issues,Registration Help & Issues
i need to report an issue with payments,i need to report an issue with payments,17,Payment Issues Assistance,Payment Issues Assistance
i need to report issues with payment,i need to report issues with payment,17,Payment Issues Assistance,Payment Issues Assistance
i need to report registration issues,i need to report registration issues,19,Registration Help & Issues,Registration Help & Issues
i need to set a different shipping address up,i need to set a different shipping address up,0,Change Delivery Address,Change Delivery Address
i need to set up a different shipping address,i need to set up a different shipping address,0,Change Delivery Address,Change Delivery Address
i need to set up a new shipping address,i need to set up a new shipping address,0,Change Delivery Address,Change Delivery Address
i need to set up another shipping address,i need to set up another shipping address,0,Change Delivery Address,Change Delivery Address
"i need to speak to customer assistance, can i get some help?","i need to speak to customer assistance, can i get some help?",8,Customer Service Contact & Hours,Customer Service Contact & Hours
i need to speak with someone,i need to speak with someone,12,Contact Live Agent,Contact Live Agent
i need to submit some feedback,i need to submit some feedback,20,Customer - Claim/Complaint,Leaving a Review
i need to submit some feedback for a service,i need to submit some feedback for a service,20,Customer - Claim/Complaint,Leaving a Review
"i need to subscribe to the newsletter, how can i do it?","i need to subscribe to the newsletter, how can i do it?",18,Newsletter Management,Newsletter Management
"i need to subscribe to the newsletter, how do i do it?","i need to subscribe to the newsletter, how do i do it?",18,Newsletter Management,Newsletter Management
i need to subscribe to your company newsletter,i need to subscribe to your company newsletter,18,Newsletter Management,Newsletter Management
"i need to subscribe to your newsletter, can you help me?","i need to subscribe to your newsletter, can you help me?",18,Newsletter Management,Newsletter Management
i need to switch user,i need to switch user,14,Switching Accounts,Switching Accounts
i need to track the last order,i need to track the last order,2,Order Tracking,Order Tracking
i need to track the refund,i need to track the refund,15,Refunds Related Help,Refunds Related Help
"i need to unsubscribe from your newsletter, how do i do it?","i need to unsubscribe from your newsletter, how do i do it?",18,Newsletter Management,Newsletter Management
i need to update some of my personal details,i need to update some of my personal details,25,Edit Account Information,Edit Account Information
i need to use another account,i need to use another account,14,Switching Accounts,Switching Accounts
i need uspport regarding the online registration,i need support regarding the online registration,19,Registration Help & Issues,Registration Help & Issues
i needhelp to talk to a live agent,i need help to talk to a live agent,12,Contact Live Agent,Contact Live Agent
i needto unsubscribe to the newsletter,i need to unsubscribe to the newsletter,18,Newsletter Management,Newsletter Management
i never use my online adcount i wanna remove it,i never use my online account i want to remove it,5,Account Termination Requests,Account Termination Requests
"i no longer need the online account, assistance deleting it","i no longer need the online account, assistance deleting it",5,Account Termination Requests,Account Termination Requests
i no longer need these user i have to switch to my other one,i no longer need these user i have to switch to my other one,14,Switching Accounts,Switching Accounts
i no longer want my secondary acount i have to close it,i no longer want my secondary account i have to close it,5,Account Termination Requests,Account Termination Requests
"i no longer want this user, how to switch to my other one?","i no longer want this user, how to switch to my other one?",14,Switching Accounts,Switching Accounts
i purchased the wrong item,i purchased the wrong item,9,Order Modifications,Order Modifications
i put my old address by mistake,i put my old address by mistake,0,Change Delivery Address,Change Delivery Address
i put the old address by mistake,i put the old address by mistake,0,Change Delivery Address,Change Delivery Address
i tgry to lodge a customer claim against your company,i try to lodge a customer claim against your company,20,Customer - Claim/Complaint,Customer - Claim/Complaint
i try to add something,i try to add something,9,Order Modifications,Order Modifications
i try to buy several of your item,i try to buy several of your item,21,Buying Assistance,Buying Assistance
i try to buy some of your item,i try to buy some of your item,21,Buying Assistance,Buying Assistance
i try to buy something,i try to buy something,21,Buying Assistance,Buying Assistance
i try to cancel the last order i have made,i try to cancel the last order i have made,6,Order Cancellation,Order Cancellation
i try to cancel the order i made,i try to cancel the order i made,6,Order Cancellation,Order Cancellation
